go_term	hit_rows	unique_proteins
GO:0000266(InterPro)	1	1
GO:0000278(InterPro)	1	1
GO:0000281(InterPro)	1	1
GO:0000289(InterPro)	1	1
GO:0000291(PANTHER)	1	1
GO:0000298(PANTHER)	1	1
GO:0000338(InterPro)	1	1
GO:0000347(InterPro)	1	1
GO:0000380(PANTHER)	1	1
GO:0000395(PANTHER)	1	1
GO:0000403(PANTHER)	1	1
GO:0000408(InterPro)	1	1
GO:0000448(PANTHER)	1	1
GO:0000454(PANTHER)	1	1
GO:0000463(InterPro)	1	1
GO:0000470(InterPro)	1	1
GO:0000481(PANTHER)	1	1
GO:0000706(PANTHER)	1	1
GO:0000750(InterPro)	1	1
GO:0000775(InterPro)	1	1
GO:0000776(InterPro)	1	1
GO:0000781(PANTHER)	1	1
GO:0000783(PANTHER)	1	1
GO:0000972(PANTHER)	1	1
GO:0000976(InterPro)	1	1
GO:0000987(InterPro)	1	1
GO:0000993(InterPro)	1	1
GO:0001018(PANTHER)	1	1
GO:0001096(PANTHER)	1	1
GO:0001147(PANTHER)	1	1
GO:0001156(PANTHER)	1	1
GO:0001164(InterPro)	1	1
GO:0001164(PANTHER)	1	1
GO:0001188(InterPro)	1	1
GO:0001227(InterPro)	1	1
GO:0001518(PANTHER)	1	1
GO:0001568(PANTHER)	1	1
GO:0001682(PANTHER)	1	1
GO:0001735(InterPro)	1	1
GO:0001735(PANTHER)	1	1
GO:0001932(InterPro)	1	1
GO:0002055(PANTHER)	1	1
GO:0002143(InterPro)	1	1
GO:0002196(PANTHER)	1	1
GO:0003254(PANTHER)	1	1
GO:0003356(PANTHER)	1	1
GO:0003400(PANTHER)	1	1
GO:0003681(PANTHER)	1	1
GO:0003726(PANTHER)	1	1
GO:0003844(InterPro)	1	1
GO:0003852(PANTHER)	1	1
GO:0003857(PANTHER)	1	1
GO:0003860(InterPro)	1	1
GO:0003860(PANTHER)	1	1
GO:0003864(PANTHER)	1	1
GO:0003865(PANTHER)	1	1
GO:0003881(PANTHER)	1	1
GO:0003884(PANTHER)	1	1
GO:0003885(InterPro)	1	1
GO:0003905(InterPro)	1	1
GO:0003908(InterPro)	1	1
GO:0003935(InterPro)	1	1
GO:0003951(PANTHER)	1	1
GO:0003978(PANTHER)	1	1
GO:0003991(InterPro)	1	1
GO:0003999(PANTHER)	1	1
GO:0004001(PANTHER)	1	1
GO:0004038(PANTHER)	1	1
GO:0004040(PANTHER)	1	1
GO:0004045(PANTHER)	1	1
GO:0004046(PANTHER)	1	1
GO:0004048(InterPro)	1	1
GO:0004064(InterPro)	1	1
GO:0004066(InterPro)	1	1
GO:0004069(InterPro)	1	1
GO:0004074(PANTHER)	1	1
GO:0004084(PANTHER)	1	1
GO:0004096(InterPro)	1	1
GO:0004096(PANTHER)	1	1
GO:0004106(PANTHER)	1	1
GO:0004149(InterPro)	1	1
GO:0004156(PANTHER)	1	1
GO:0004161(PANTHER)	1	1
GO:0004168(PANTHER)	1	1
GO:0004174(InterPro)	1	1
GO:0004298(PANTHER)	1	1
GO:0004314(PANTHER)	1	1
GO:0004315(InterPro)	1	1
GO:0004337(PANTHER)	1	1
GO:0004357(PANTHER)	1	1
GO:0004361(PANTHER)	1	1
GO:0004362(PANTHER)	1	1
GO:0004370(InterPro)	1	1
GO:0004377(InterPro)	1	1
GO:0004377(PANTHER)	1	1
GO:0004409(InterPro)	1	1
GO:0004410(PANTHER)	1	1
GO:0004430(InterPro)	1	1
GO:0004435(PANTHER)	1	1
GO:0004450(PANTHER)	1	1
GO:0004476(PANTHER)	1	1
GO:0004479(InterPro)	1	1
GO:0004479(PANTHER)	1	1
GO:0004483(PANTHER)	1	1
GO:0004494(InterPro)	1	1
GO:0004496(PANTHER)	1	1
GO:0004514(PANTHER)	1	1
GO:0004518(PANTHER)	1	1
GO:0004535(PANTHER)	1	1
GO:0004563(PANTHER)	1	1
GO:0004573(InterPro)	1	1
GO:0004573(PANTHER)	1	1
GO:0004576(InterPro)	1	1
GO:0004579(PANTHER)	1	1
GO:0004582(PANTHER)	1	1
GO:0004586(PANTHER)	1	1
GO:0004592(InterPro)	1	1
GO:0004592(PANTHER)	1	1
GO:0004594(PANTHER)	1	1
GO:0004612(PANTHER)	1	1
GO:0004630(InterPro)	1	1
GO:0004642(InterPro)	1	1
GO:0004644(PANTHER)	1	1
GO:0004645(InterPro)	1	1
GO:0004657(InterPro)	1	1
GO:0004657(PANTHER)	1	1
GO:0004664(PANTHER)	1	1
GO:0004665(InterPro)	1	1
GO:0004691(PANTHER)	1	1
GO:0004694(PANTHER)	1	1
GO:0004706(PANTHER)	1	1
GO:0004713(InterPro)	1	1
GO:0004730(PANTHER)	1	1
GO:0004742(InterPro)	1	1
GO:0004748(InterPro)	1	1
GO:0004764(InterPro)	1	1
GO:0004776(PANTHER)	1	1
GO:0004791(PANTHER)	1	1
GO:0004795(PANTHER)	1	1
GO:0004799(PANTHER)	1	1
GO:0004816(InterPro)	1	1
GO:0004817(InterPro)	1	1
GO:0004819(PANTHER)	1	1
GO:0004820(InterPro)	1	1
GO:0004821(PANTHER)	1	1
GO:0004838(InterPro)	1	1
GO:0004860(PANTHER)	1	1
GO:0004865(InterPro)	1	1
GO:0005052(PANTHER)	1	1
GO:0005053(InterPro)	1	1
GO:0005053(PANTHER)	1	1
GO:0005080(PANTHER)	1	1
GO:0005094(PANTHER)	1	1
GO:0005248(PANTHER)	1	1
GO:0005261(InterPro)	1	1
GO:0005337(InterPro)	1	1
GO:0005337(PANTHER)	1	1
GO:0005546(InterPro)	1	1
GO:0005637(InterPro)	1	1
GO:0005637(PANTHER)	1	1
GO:0005680(InterPro)	1	1
GO:0005682(InterPro)	1	1
GO:0005746(PANTHER)	1	1
GO:0005759(InterPro)	1	1
GO:0005775(PANTHER)	1	1
GO:0005801(InterPro)	1	1
GO:0005819(InterPro)	1	1
GO:0005828(PANTHER)	1	1
GO:0005849(PANTHER)	1	1
GO:0005958(PANTHER)	1	1
GO:0005965(InterPro)	1	1
GO:0005996(PANTHER)	1	1
GO:0006038(PANTHER)	1	1
GO:0006090(InterPro)	1	1
GO:0006113(InterPro)	1	1
GO:0006144(PANTHER)	1	1
GO:0006145(PANTHER)	1	1
GO:0006168(PANTHER)	1	1
GO:0006190(PANTHER)	1	1
GO:0006231(PANTHER)	1	1
GO:0006256(PANTHER)	1	1
GO:0006269(PANTHER)	1	1
GO:0006283(InterPro)	1	1
GO:0006335(PANTHER)	1	1
GO:0006354(InterPro)	1	1
GO:0006360(InterPro)	1	1
GO:0006363(PANTHER)	1	1
GO:0006369(InterPro)	1	1
GO:0006370(InterPro)	1	1
GO:0006382(PANTHER)	1	1
GO:0006390(PANTHER)	1	1
GO:0006391(PANTHER)	1	1
GO:0006409(InterPro)	1	1
GO:0006421(InterPro)	1	1
GO:0006423(InterPro)	1	1
GO:0006425(PANTHER)	1	1
GO:0006426(InterPro)	1	1
GO:0006427(PANTHER)	1	1
GO:0006437(PANTHER)	1	1
GO:0006479(InterPro)	1	1
GO:0006480(PANTHER)	1	1
GO:0006505(PANTHER)	1	1
GO:0006517(PANTHER)	1	1
GO:0006535(InterPro)	1	1
GO:0006556(PANTHER)	1	1
GO:0006562(InterPro)	1	1
GO:0006570(PANTHER)	1	1
GO:0006571(InterPro)	1	1
GO:0006607(PANTHER)	1	1
GO:0006617(PANTHER)	1	1
GO:0006654(InterPro)	1	1
GO:0006660(PANTHER)	1	1
GO:0006685(PANTHER)	1	1
GO:0006707(InterPro)	1	1
GO:0006707(PANTHER)	1	1
GO:0006734(PANTHER)	1	1
GO:0006739(PANTHER)	1	1
GO:0006741(PANTHER)	1	1
GO:0006742(PANTHER)	1	1
GO:0006750(PANTHER)	1	1
GO:0006753(PANTHER)	1	1
GO:0006790(InterPro)	1	1
GO:0006798(PANTHER)	1	1
GO:0006811(PANTHER)	1	1
GO:0006813(PANTHER)	1	1
GO:0006816(InterPro)	1	1
GO:0006825(PANTHER)	1	1
GO:0006857(InterPro)	1	1
GO:0006878(InterPro)	1	1
GO:0006898(PANTHER)	1	1
GO:0006904(InterPro)	1	1
GO:0006915(PANTHER)	1	1
GO:0007029(PANTHER)	1	1
GO:0007033(InterPro)	1	1
GO:0007034(PANTHER)	1	1
GO:0007096(PANTHER)	1	1
GO:0007100(PANTHER)	1	1
GO:0007131(InterPro)	1	1
GO:0007266(PANTHER)	1	1
GO:0008024(PANTHER)	1	1
GO:0008073(InterPro)	1	1
GO:0008074(PANTHER)	1	1
GO:0008113(PANTHER)	1	1
GO:0008157(PANTHER)	1	1
GO:0008176(PANTHER)	1	1
GO:0008180(InterPro)	1	1
GO:0008237(PANTHER)	1	1
GO:0008251(PANTHER)	1	1
GO:0008333(PANTHER)	1	1
GO:0008360(PANTHER)	1	1
GO:0008395(PANTHER)	1	1
GO:0008409(PANTHER)	1	1
GO:0008413(PANTHER)	1	1
GO:0008418(InterPro)	1	1
GO:0008418(PANTHER)	1	1
GO:0008419(PANTHER)	1	1
GO:0008425(PANTHER)	1	1
GO:0008441(InterPro)	1	1
GO:0008441(PANTHER)	1	1
GO:0008442(InterPro)	1	1
GO:0008442(PANTHER)	1	1
GO:0008444(InterPro)	1	1
GO:0008444(PANTHER)	1	1
GO:0008469(PANTHER)	1	1
GO:0008483(PANTHER)	1	1
GO:0008506(PANTHER)	1	1
GO:0008534(InterPro)	1	1
GO:0008535(InterPro)	1	1
GO:0008603(InterPro)	1	1
GO:0008614(PANTHER)	1	1
GO:0008649(InterPro)	1	1
GO:0008670(InterPro)	1	1
GO:0008670(PANTHER)	1	1
GO:0008677(PANTHER)	1	1
GO:0008686(PANTHER)	1	1
GO:0008703(InterPro)	1	1
GO:0008821(InterPro)	1	1
GO:0008893(PANTHER)	1	1
GO:0008934(PANTHER)	1	1
GO:0008977(InterPro)	1	1
GO:0009062(InterPro)	1	1
GO:0009094(PANTHER)	1	1
GO:0009132(InterPro)	1	1
GO:0009168(InterPro)	1	1
GO:0009234(InterPro)	1	1
GO:0009295(PANTHER)	1	1
GO:0009298(PANTHER)	1	1
GO:0009311(InterPro)	1	1
GO:0009314(PANTHER)	1	1
GO:0009361(PANTHER)	1	1
GO:0009378(PANTHER)	1	1
GO:0009411(InterPro)	1	1
GO:0009411(PANTHER)	1	1
GO:0009507(PANTHER)	1	1
GO:0009691(PANTHER)	1	1
GO:0009790(PANTHER)	1	1
GO:0010165(PANTHER)	1	1
GO:0010420(PANTHER)	1	1
GO:0010484(InterPro)	1	1
GO:0010485(InterPro)	1	1
GO:0010485(PANTHER)	1	1
GO:0010521(PANTHER)	1	1
GO:0010569(PANTHER)	1	1
GO:0010998(PANTHER)	1	1
GO:0015036(PANTHER)	1	1
GO:0015038(PANTHER)	1	1
GO:0015254(PANTHER)	1	1
GO:0015275(PANTHER)	1	1
GO:0015293(PANTHER)	1	1
GO:0015369(InterPro)	1	1
GO:0015793(PANTHER)	1	1
GO:0016034(PANTHER)	1	1
GO:0016095(PANTHER)	1	1
GO:0016132(PANTHER)	1	1
GO:0016153(InterPro)	1	1
GO:0016233(PANTHER)	1	1
GO:0016303(InterPro)	1	1
GO:0016363(PANTHER)	1	1
GO:0016423(PANTHER)	1	1
GO:0016433(PANTHER)	1	1
GO:0016539(InterPro)	1	1
GO:0016602(InterPro)	1	1
GO:0016602(PANTHER)	1	1
GO:0016603(PANTHER)	1	1
GO:0016646(PANTHER)	1	1
GO:0016652(InterPro)	1	1
GO:0016702(PANTHER)	1	1
GO:0016741(InterPro)	1	1
GO:0016790(PANTHER)	1	1
GO:0016798(PANTHER)	1	1
GO:0016799(PANTHER)	1	1
GO:0016818(PANTHER)	1	1
GO:0016925(InterPro)	1	1
GO:0017054(InterPro)	1	1
GO:0017064(PANTHER)	1	1
GO:0017070(InterPro)	1	1
GO:0017109(PANTHER)	1	1
GO:0017172(PANTHER)	1	1
GO:0017186(PANTHER)	1	1
GO:0018023(PANTHER)	1	1
GO:0018064(PANTHER)	1	1
GO:0018117(PANTHER)	1	1
GO:0018343(InterPro)	1	1
GO:0018580(InterPro)	1	1
GO:0018738(InterPro)	1	1
GO:0018738(PANTHER)	1	1
GO:0018773(PANTHER)	1	1
GO:0019104(PANTHER)	1	1
GO:0019171(InterPro)	1	1
GO:0019237(InterPro)	1	1
GO:0019237(PANTHER)	1	1
GO:0019239(InterPro)	1	1
GO:0019448(PANTHER)	1	1
GO:0019478(PANTHER)	1	1
GO:0019674(InterPro)	1	1
GO:0019677(PANTHER)	1	1
GO:0019693(PANTHER)	1	1
GO:0019702(PANTHER)	1	1
GO:0019778(PANTHER)	1	1
GO:0019779(PANTHER)	1	1
GO:0019789(InterPro)	1	1
GO:0019867(InterPro)	1	1
GO:0019934(PANTHER)	1	1
GO:0019948(InterPro)	1	1
GO:0022900(PANTHER)	1	1
GO:0030027(PANTHER)	1	1
GO:0030031(PANTHER)	1	1
GO:0030100(PANTHER)	1	1
GO:0030122(InterPro)	1	1
GO:0030160(PANTHER)	1	1
GO:0030163(PANTHER)	1	1
GO:0030178(PANTHER)	1	1
GO:0030182(PANTHER)	1	1
GO:0030203(PANTHER)	1	1
GO:0030246(PANTHER)	1	1
GO:0030272(PANTHER)	1	1
GO:0030288(PANTHER)	1	1
GO:0030289(PANTHER)	1	1
GO:0030307(PANTHER)	1	1
GO:0030327(PANTHER)	1	1
GO:0030627(PANTHER)	1	1
GO:0030677(InterPro)	1	1
GO:0030681(PANTHER)	1	1
GO:0030686(InterPro)	1	1
GO:0030690(PANTHER)	1	1
GO:0030691(PANTHER)	1	1
GO:0030832(PANTHER)	1	1
GO:0030837(InterPro)	1	1
GO:0030866(PANTHER)	1	1
GO:0030990(PANTHER)	1	1
GO:0031012(PANTHER)	1	1
GO:0031054(PANTHER)	1	1
GO:0031087(InterPro)	1	1
GO:0031167(InterPro)	1	1
GO:0031201(InterPro)	1	1
GO:0031209(PANTHER)	1	1
GO:0031251(InterPro)	1	1
GO:0031293(PANTHER)	1	1
GO:0031389(PANTHER)	1	1
GO:0031390(PANTHER)	1	1
GO:0031391(PANTHER)	1	1
GO:0031397(PANTHER)	1	1
GO:0031416(PANTHER)	1	1
GO:0031440(PANTHER)	1	1
GO:0031464(PANTHER)	1	1
GO:0031509(InterPro)	1	1
GO:0031564(PANTHER)	1	1
GO:0031588(PANTHER)	1	1
GO:0031681(InterPro)	1	1
GO:0032012(PANTHER)	1	1
GO:0032042(PANTHER)	1	1
GO:0032044(PANTHER)	1	1
GO:0032045(PANTHER)	1	1
GO:0032051(InterPro)	1	1
GO:0032091(PANTHER)	1	1
GO:0032210(PANTHER)	1	1
GO:0032467(InterPro)	1	1
GO:0032467(PANTHER)	1	1
GO:0032483(PANTHER)	1	1
GO:0032559(InterPro)	1	1
GO:0032588(PANTHER)	1	1
GO:0032780(InterPro)	1	1
GO:0032781(PANTHER)	1	1
GO:0032784(InterPro)	1	1
GO:0032786(InterPro)	1	1
GO:0032786(PANTHER)	1	1
GO:0032931(PANTHER)	1	1
GO:0032956(PANTHER)	1	1
GO:0032968(InterPro)	1	1
GO:0032970(PANTHER)	1	1
GO:0032979(InterPro)	1	1
GO:0033185(PANTHER)	1	1
GO:0033204(InterPro)	1	1
GO:0033204(PANTHER)	1	1
GO:0033387(PANTHER)	1	1
GO:0033557(InterPro)	1	1
GO:0033573(PANTHER)	1	1
GO:0033615(InterPro)	1	1
GO:0033749(PANTHER)	1	1
GO:0033781(InterPro)	1	1
GO:0033781(PANTHER)	1	1
GO:0033819(InterPro)	1	1
GO:0033819(PANTHER)	1	1
GO:0034066(InterPro)	1	1
GO:0034066(PANTHER)	1	1
GO:0034203(PANTHER)	1	1
GO:0034213(PANTHER)	1	1
GO:0034245(PANTHER)	1	1
GO:0034246(PANTHER)	1	1
GO:0034356(PANTHER)	1	1
GO:0034454(PANTHER)	1	1
GO:0034462(PANTHER)	1	1
GO:0034496(PANTHER)	1	1
GO:0034497(PANTHER)	1	1
GO:0034498(PANTHER)	1	1
GO:0034499(PANTHER)	1	1
GO:0034513(PANTHER)	1	1
GO:0034587(PANTHER)	1	1
GO:0034719(PANTHER)	1	1
GO:0034755(PANTHER)	1	1
GO:0035014(PANTHER)	1	1
GO:0035025(PANTHER)	1	1
GO:0035101(InterPro)	1	1
GO:0035145(PANTHER)	1	1
GO:0035241(PANTHER)	1	1
GO:0035246(InterPro)	1	1
GO:0035255(PANTHER)	1	1
GO:0035267(InterPro)	1	1
GO:0035308(PANTHER)	1	1
GO:0035329(PANTHER)	1	1
GO:0035494(InterPro)	1	1
GO:0035529(PANTHER)	1	1
GO:0035597(PANTHER)	1	1
GO:0035720(PANTHER)	1	1
GO:0035725(PANTHER)	1	1
GO:0035974(PANTHER)	1	1
GO:0036121(PANTHER)	1	1
GO:0036211(PANTHER)	1	1
GO:0036261(InterPro)	1	1
GO:0036261(PANTHER)	1	1
GO:0036265(PANTHER)	1	1
GO:0036286(PANTHER)	1	1
GO:0036456(PANTHER)	1	1
GO:0036498(PANTHER)	1	1
GO:0040001(InterPro)	1	1
GO:0040001(PANTHER)	1	1
GO:0042030(InterPro)	1	1
GO:0042038(PANTHER)	1	1
GO:0042144(InterPro)	1	1
GO:0042162(InterPro)	1	1
GO:0042262(PANTHER)	1	1
GO:0042284(PANTHER)	1	1
GO:0042531(PANTHER)	1	1
GO:0042575(PANTHER)	1	1
GO:0042578(PANTHER)	1	1
GO:0042594(PANTHER)	1	1
GO:0042602(PANTHER)	1	1
GO:0042721(InterPro)	1	1
GO:0042721(PANTHER)	1	1
GO:0042726(PANTHER)	1	1
GO:0042790(PANTHER)	1	1
GO:0042791(PANTHER)	1	1
GO:0043007(PANTHER)	1	1
GO:0043039(PANTHER)	1	1
GO:0043048(InterPro)	1	1
GO:0043048(PANTHER)	1	1
GO:0043138(InterPro)	1	1
GO:0043162(PANTHER)	1	1
GO:0043231(InterPro)	1	1
GO:0043335(PANTHER)	1	1
GO:0043337(PANTHER)	1	1
GO:0043365(InterPro)	1	1
GO:0043484(PANTHER)	1	1
GO:0043504(PANTHER)	1	1
GO:0043548(PANTHER)	1	1
GO:0043551(PANTHER)	1	1
GO:0043564(InterPro)	1	1
GO:0043596(PANTHER)	1	1
GO:0043622(PANTHER)	1	1
GO:0043687(PANTHER)	1	1
GO:0043998(InterPro)	1	1
GO:0043998(PANTHER)	1	1
GO:0044209(PANTHER)	1	1
GO:0044284(PANTHER)	1	1
GO:0044614(PANTHER)	1	1
GO:0044666(PANTHER)	1	1
GO:0044732(PANTHER)	1	1
GO:0044753(PANTHER)	1	1
GO:0044778(PANTHER)	1	1
GO:0045002(PANTHER)	1	1
GO:0045013(PANTHER)	1	1
GO:0045022(InterPro)	1	1
GO:0045022(PANTHER)	1	1
GO:0045037(PANTHER)	1	1
GO:0045039(InterPro)	1	1
GO:0045040(InterPro)	1	1
GO:0045040(PANTHER)	1	1
GO:0045048(PANTHER)	1	1
GO:0045053(PANTHER)	1	1
GO:0045159(PANTHER)	1	1
GO:0045252(InterPro)	1	1
GO:0045333(InterPro)	1	1
GO:0045337(PANTHER)	1	1
GO:0045454(InterPro)	1	1
GO:0045503(InterPro)	1	1
GO:0045504(InterPro)	1	1
GO:0045717(PANTHER)	1	1
GO:0045736(PANTHER)	1	1
GO:0045765(PANTHER)	1	1
GO:0045814(PANTHER)	1	1
GO:0045842(PANTHER)	1	1
GO:0045892(PANTHER)	1	1
GO:0045910(PANTHER)	1	1
GO:0045944(InterPro)	1	1
GO:0045948(PANTHER)	1	1
GO:0046036(PANTHER)	1	1
GO:0046294(InterPro)	1	1
GO:0046336(PANTHER)	1	1
GO:0046461(PANTHER)	1	1
GO:0046464(PANTHER)	1	1
GO:0046514(PANTHER)	1	1
GO:0046523(PANTHER)	1	1
GO:0046577(InterPro)	1	1
GO:0046855(PANTHER)	1	1
GO:0046872(PANTHER)	1	1
GO:0046949(PANTHER)	1	1
GO:0046970(PANTHER)	1	1
GO:0046975(InterPro)	1	1
GO:0047134(InterPro)	1	1
GO:0047134(PANTHER)	1	1
GO:0047325(PANTHER)	1	1
GO:0047429(PANTHER)	1	1
GO:0047453(PANTHER)	1	1
GO:0047496(PANTHER)	1	1
GO:0047598(PANTHER)	1	1
GO:0047884(PANTHER)	1	1
GO:0048039(InterPro)	1	1
GO:0048250(PANTHER)	1	1
GO:0048254(PANTHER)	1	1
GO:0048257(PANTHER)	1	1
GO:0048269(PANTHER)	1	1
GO:0048270(PANTHER)	1	1
GO:0048280(InterPro)	1	1
GO:0050072(PANTHER)	1	1
GO:0050185(PANTHER)	1	1
GO:0050290(InterPro)	1	1
GO:0050290(PANTHER)	1	1
GO:0050480(PANTHER)	1	1
GO:0050483(PANTHER)	1	1
GO:0050664(PANTHER)	1	1
GO:0050821(PANTHER)	1	1
GO:0051096(PANTHER)	1	1
GO:0051103(PANTHER)	1	1
GO:0051170(PANTHER)	1	1
GO:0051209(PANTHER)	1	1
GO:0051303(PANTHER)	1	1
GO:0051307(PANTHER)	1	1
GO:0051351(PANTHER)	1	1
GO:0051382(InterPro)	1	1
GO:0051382(PANTHER)	1	1
GO:0051455(PANTHER)	1	1
GO:0051457(PANTHER)	1	1
GO:0051604(PANTHER)	1	1
GO:0051642(PANTHER)	1	1
GO:0051898(InterPro)	1	1
GO:0051974(PANTHER)	1	1
GO:0052725(PANTHER)	1	1
GO:0052726(PANTHER)	1	1
GO:0052834(InterPro)	1	1
GO:0052906(InterPro)	1	1
GO:0055028(PANTHER)	1	1
GO:0055038(PANTHER)	1	1
GO:0060213(PANTHER)	1	1
GO:0060287(PANTHER)	1	1
GO:0060548(PANTHER)	1	1
GO:0061133(PANTHER)	1	1
GO:0061503(PANTHER)	1	1
GO:0061504(PANTHER)	1	1
GO:0061574(PANTHER)	1	1
GO:0061578(PANTHER)	1	1
GO:0061608(PANTHER)	1	1
GO:0061632(PANTHER)	1	1
GO:0061749(PANTHER)	1	1
GO:0062026(PANTHER)	1	1
GO:0062064(PANTHER)	1	1
GO:0070034(PANTHER)	1	1
GO:0070059(PANTHER)	1	1
GO:0070096(InterPro)	1	1
GO:0070124(PANTHER)	1	1
GO:0070300(PANTHER)	1	1
GO:0070301(PANTHER)	1	1
GO:0070370(PANTHER)	1	1
GO:0070372(PANTHER)	1	1
GO:0070476(PANTHER)	1	1
GO:0070481(InterPro)	1	1
GO:0070482(PANTHER)	1	1
GO:0070507(InterPro)	1	1
GO:0070530(PANTHER)	1	1
GO:0070531(InterPro)	1	1
GO:0070536(PANTHER)	1	1
GO:0070552(InterPro)	1	1
GO:0070566(InterPro)	1	1
GO:0070651(PANTHER)	1	1
GO:0070692(InterPro)	1	1
GO:0070692(PANTHER)	1	1
GO:0070733(PANTHER)	1	1
GO:0070761(PANTHER)	1	1
GO:0070773(InterPro)	1	1
GO:0070773(PANTHER)	1	1
GO:0070774(PANTHER)	1	1
GO:0070860(InterPro)	1	1
GO:0070860(PANTHER)	1	1
GO:0070898(PANTHER)	1	1
GO:0070901(PANTHER)	1	1
GO:0070941(PANTHER)	1	1
GO:0070966(InterPro)	1	1
GO:0070966(PANTHER)	1	1
GO:0070973(PANTHER)	1	1
GO:0070981(InterPro)	1	1
GO:0071013(InterPro)	1	1
GO:0071025(InterPro)	1	1
GO:0071031(PANTHER)	1	1
GO:0071140(PANTHER)	1	1
GO:0071164(PANTHER)	1	1
GO:0071230(PANTHER)	1	1
GO:0071439(InterPro)	1	1
GO:0071439(PANTHER)	1	1
GO:0071474(PANTHER)	1	1
GO:0071528(InterPro)	1	1
GO:0071528(PANTHER)	1	1
GO:0071590(PANTHER)	1	1
GO:0071592(PANTHER)	1	1
GO:0071763(PANTHER)	1	1
GO:0071821(InterPro)	1	1
GO:0071821(PANTHER)	1	1
GO:0071885(PANTHER)	1	1
GO:0071913(PANTHER)	1	1
GO:0071951(PANTHER)	1	1
GO:0072542(PANTHER)	1	1
GO:0072665(PANTHER)	1	1
GO:0090071(PANTHER)	1	1
GO:0090114(InterPro)	1	1
GO:0090263(PANTHER)	1	1
GO:0090502(PANTHER)	1	1
GO:0090575(PANTHER)	1	1
GO:0090656(PANTHER)	1	1
GO:0090657(PANTHER)	1	1
GO:0097193(InterPro)	1	1
GO:0097309(PANTHER)	1	1
GO:0097552(PANTHER)	1	1
GO:0097712(PANTHER)	1	1
GO:0098505(PANTHER)	1	1
GO:0098703(InterPro)	1	1
GO:0098855(PANTHER)	1	1
GO:0098869(InterPro)	1	1
GO:0101031(PANTHER)	1	1
GO:0106073(PANTHER)	1	1
GO:0106140(PANTHER)	1	1
GO:0110051(PANTHER)	1	1
GO:0110085(PANTHER)	1	1
GO:0140007(PANTHER)	1	1
GO:0140223(InterPro)	1	1
GO:0140445(PANTHER)	1	1
GO:0140575(InterPro)	1	1
GO:0140673(InterPro)	1	1
GO:0141039(InterPro)	1	1
GO:0160246(InterPro)	1	1
GO:1901605(PANTHER)	1	1
GO:1901642(InterPro)	1	1
GO:1901642(PANTHER)	1	1
GO:1903189(PANTHER)	1	1
GO:1903394(PANTHER)	1	1
GO:1903600(PANTHER)	1	1
GO:1904430(PANTHER)	1	1
GO:1904874(PANTHER)	1	1
GO:1905897(PANTHER)	1	1
GO:1990050(PANTHER)	1	1
GO:1990112(InterPro)	1	1
GO:1990116(InterPro)	1	1
GO:1990426(InterPro)	1	1
GO:1990440(PANTHER)	1	1
GO:1990444(PANTHER)	1	1
GO:1990467(PANTHER)	1	1
GO:1990498(PANTHER)	1	1
GO:1990529(PANTHER)	1	1
GO:1990542(PANTHER)	1	1
GO:1990547(InterPro)	1	1
GO:1990604(PANTHER)	1	1
GO:1990610(InterPro)	1	1
GO:2000812(PANTHER)	1	1
GO:2001256(PANTHER)	1	1
